,model,trial,weight,fold,low confidence,precision,recall,auc,mcc
0,1,1,1.0,1,0.12222222222222222,0.8271604938271605,0.9305555555555556,0.5763888888888888,0.2037037037037037
1,2,1,1.0,1,0.18888888888888888,0.8082191780821918,0.8194444444444444,0.5208333333333333,0.04257997168527446
2,3,1,1.0,1,0.06666666666666667,0.8148148148148148,0.9166666666666666,0.5416666666666666,0.1111111111111111
3,1,1,1.0,2,0.17777777777777778,0.8513513513513513,0.984375,0.7806490384615383,0.6654177233074604
4,2,1,1.0,2,0.08888888888888889,0.7710843373493976,1.0,0.6346153846153846,0.4556310231825488
5,3,1,1.0,2,0.14444444444444443,0.7875,0.984375,0.6652644230769231,0.4766954811310563
6,1,1,1.0,3,0.056179775280898875,0.8275862068965517,1.0,0.5588235294117647,0.3120305804954063
7,2,1,1.0,3,0.1348314606741573,0.868421052631579,0.9166666666666666,0.6642156862745097,0.3655584876035763
8,3,1,1.0,3,0.0898876404494382,0.8333333333333334,0.9722222222222222,0.5743464052287581,0.2538376473225693
9,1,1,1.0,4,0.0449438202247191,0.8846153846153846,0.9324324324324325,0.6662162162162162,0.3781126723202926
10,2,1,1.0,4,0.10112359550561797,0.8648648648648649,0.8648648648648649,0.5990990990990992,0.1981981981981982
11,3,1,1.0,4,0.0898876404494382,0.8918918918918919,0.8918918918918919,0.6792792792792792,0.35855855855855856
12,1,1,1.0,5,0.06741573033707865,0.7976190476190477,0.9852941176470589,0.5878851540616247,0.3241044340028732
13,2,1,1.0,5,0.1348314606741573,0.8024691358024691,0.9558823529411765,0.5969887955182074,0.28795734615630303
14,3,1,1.0,5,0.16853932584269662,0.8571428571428571,0.8823529411764706,0.7030812324929971,0.4208604055638115
15,1,1,1.0,6,0.10112359550561797,0.8048780487804879,0.9705882352941176,0.604341736694678,0.3291517846443242
16,2,1,1.0,6,0.21348314606741572,0.8840579710144928,0.8970588235294118,0.7580532212885154,0.5250054852572466
17,3,1,1.0,6,0.06741573033707865,0.8148148148148148,0.9705882352941176,0.6281512605042017,0.38047793752060255
18,1,1,60.0,1,0.26666666666666666,0.8787878787878788,0.7837837837837838,0.6418918918918919,0.24534987303147354
19,2,1,60.0,1,0.23333333333333334,0.9242424242424242,0.8243243243243243,0.7559121621621622,0.44250602100319336
20,3,1,60.0,1,0.2,0.9041095890410958,0.8918918918918919,0.7271959459459459,0.44383396456853497
21,1,1,60.0,2,0.2111111111111111,0.9154929577464789,0.8904109589041096,0.7687348912167606,0.5155062895170364
22,2,1,60.0,2,0.07777777777777778,0.8607594936708861,0.9315068493150684,0.6422240128928283,0.3399217284547231
23,3,1,60.0,2,0.3111111111111111,0.875,0.863013698630137,0.6668009669621273,0.3264464495871042
24,1,1,60.0,3,0.2808988764044944,0.8548387096774194,0.7464788732394366,0.6232394366197183,0.21536116905434258
25,2,1,60.0,3,0.14606741573033707,0.8636363636363636,0.8028169014084507,0.6514084507042254,0.2778495209424072
26,3,1,60.0,3,0.16853932584269662,0.875,0.7887323943661971,0.6721439749608763,0.30769983137545265
27,1,1,60.0,4,0.14606741573033707,0.8428571428571429,0.9076923076923077,0.7246794871794873,0.4866647585734189
28,2,1,60.0,4,0.12359550561797752,0.85,0.7846153846153846,0.7048076923076924,0.3878501241883149
29,3,1,60.0,4,0.12359550561797752,0.8309859154929577,0.9076923076923077,0.7038461538461538,0.45043215876499426
30,1,1,60.0,5,0.2247191011235955,0.8529411764705882,0.8787878787878788,0.7220026350461134,0.45778325945207554
31,2,1,60.0,5,0.24719101123595505,0.859375,0.8333333333333334,0.7210144927536233,0.43055302321212596
32,3,1,60.0,5,0.3707865168539326,0.859375,0.8333333333333334,0.7210144927536233,0.43055302321212596
33,1,1,60.0,6,0.20224719101123595,0.8055555555555556,0.8405797101449275,0.5702898550724638,0.14926963739204818
34,2,1,60.0,6,0.1348314606741573,0.8088235294117647,0.7971014492753623,0.5735507246376812,0.1446080237547097
35,3,1,60.0,6,0.14606741573033707,0.8428571428571429,0.855072463768116,0.652536231884058,0.3107540032906826
36,1,1,70.0,1,0.16666666666666666,0.8507462686567164,0.8028169014084507,0.6382505559673832,0.2587030432793377
37,2,1,70.0,1,0.17777777777777778,0.8382352941176471,0.8028169014084507,0.611934766493699,0.21258625013105206
38,3,1,70.0,1,0.14444444444444443,0.8823529411764706,0.8450704225352113,0.712008895478132,0.4026468048839794
39,1,1,70.0,2,0.14444444444444443,0.8133333333333334,0.8840579710144928,0.6086956521739131,0.2467175818975845
40,2,1,70.0,2,0.2,0.8823529411764706,0.8695652173913043,0.7443064182194616,0.48087618351939093
41,3,1,70.0,2,0.17777777777777778,0.8695652173913043,0.8695652173913043,0.7204968944099378,0.4409937888198758
42,1,1,70.0,3,0.23595505617977527,0.9242424242424242,0.8356164383561644,0.7615582191780823,0.45886391172468366
43,2,1,70.0,3,0.20224719101123595,0.9027777777777778,0.8904109589041096,0.7264554794520548,0.44242895487818484
44,3,1,70.0,3,0.1797752808988764,0.8873239436619719,0.863013698630137,0.6815068493150684,0.3470395793783022
45,1,1,70.0,4,0.15730337078651685,0.859375,0.8461538461538461,0.7355769230769231,0.46522714675405935
46,2,1,70.0,4,0.1348314606741573,0.84,0.9692307692307692,0.7346153846153847,0.5719448217449644
47,3,1,70.0,4,0.1797752808988764,0.8918918918918919,0.5076923076923077,0.6705128205128205,0.3070766536536898
48,1,1,70.0,5,0.12359550561797752,0.9142857142857143,0.9014084507042254,0.7840375586854462,0.5568591668795578
49,2,1,70.0,5,0.15730337078651685,0.863013698630137,0.8873239436619719,0.6658841940532082,0.3470395793783022
50,3,1,70.0,5,0.15730337078651685,0.9230769230769231,0.8450704225352113,0.7836463223787168,0.5134643319255044
51,1,1,70.0,6,0.30337078651685395,0.8947368421052632,0.7391304347826086,0.7195652173913043,0.3819624443901326
52,2,1,70.0,6,0.3258426966292135,0.9545454545454546,0.30434782608695654,0.6271739130434782,0.2461040901177268
53,3,1,70.0,6,0.1797752808988764,0.8513513513513513,0.9130434782608695,0.6815217391304347,0.4047964482457059
54,1,1,80.0,1,0.36666666666666664,0.9047619047619048,0.5588235294117647,0.6885026737967914,0.32476412078338446
55,2,1,80.0,1,0.37777777777777777,0.8833333333333333,0.7794117647058824,0.7306149732620322,0.4204816438731001
56,3,1,80.0,1,0.18888888888888888,0.8,0.8823529411764706,0.6002673796791445,0.23124864503144016
57,1,1,80.0,2,0.17777777777777778,0.8028169014084507,0.9047619047619048,0.693121693121693,0.43371779174668007
58,2,1,80.0,2,0.17777777777777778,0.7638888888888888,0.873015873015873,0.6216931216931216,0.2788339708571014
59,3,1,80.0,2,0.15555555555555556,0.8392857142857143,0.746031746031746,0.7063492063492064,0.39007802340780273
60,1,1,80.0,3,0.1797752808988764,0.7808219178082192,0.8507462686567164,0.5617367706919946,0.13870790899233434
61,2,1,80.0,3,0.2247191011235955,0.8333333333333334,0.8208955223880597,0.6604477611940298,0.31621066476673665
62,3,1,80.0,3,0.0898876404494382,0.8194444444444444,0.8805970149253731,0.6448439620081411,0.31789846021795726
63,1,1,80.0,4,0.16853932584269662,0.9142857142857143,0.8767123287671232,0.7508561643835616,0.47016508431552445
64,2,1,80.0,4,0.24719101123595505,0.95,0.7808219178082192,0.7966609589041096,0.4861129480886931
65,3,1,80.0,4,0.15730337078651685,0.9014084507042254,0.8767123287671232,0.7196061643835616,0.41988515146478544
66,1,1,80.0,5,0.19101123595505617,0.9264705882352942,0.8513513513513513,0.759009009009009,0.45671181999907007
67,2,1,80.0,5,0.1797752808988764,0.9473684210526315,0.7297297297297297,0.7648648648648649,0.41324101509604566
68,3,1,80.0,5,0.12359550561797752,0.918918918918919,0.918918918918919,0.7594594594594595,0.518918918918919
69,1,1,80.0,6,0.1797752808988764,0.9393939393939394,0.8493150684931506,0.7996575342465753,0.525703335854793
70,2,1,80.0,6,0.2247191011235955,0.9428571428571428,0.9041095890410958,0.827054794520548,0.6129797345001036
71,3,1,80.0,6,0.29213483146067415,0.9402985074626866,0.863013698630137,0.8065068493150684,0.5456860595522603
72,1,1,90.0,1,0.3111111111111111,0.8636363636363636,0.8636363636363636,0.7443181818181819,0.48863636363636365
73,2,1,90.0,1,0.17777777777777778,0.8208955223880597,0.8333333333333334,0.6666666666666667,0.3379519950243635
74,3,1,90.0,1,0.1,0.8260869565217391,0.8636363636363636,0.6818181818181819,0.38019876521740603
75,1,1,90.0,2,0.23333333333333334,0.9076923076923077,0.8309859154929577,0.7575982209043736,0.469409794435575
76,2,1,90.0,2,0.1111111111111111,0.8970588235294118,0.8591549295774648,0.7453669384729429,0.4660003231349552
77,3,1,90.0,2,0.15555555555555556,0.8767123287671232,0.9014084507042254,0.7138621200889549,0.44594771971713637
78,1,1,90.0,3,0.19101123595505617,0.9420289855072463,0.8783783783783784,0.805855855855856,0.5486163440296093
79,2,1,90.0,3,0.1348314606741573,0.9333333333333333,0.7567567567567568,0.7450450450450451,0.39143782187722
80,3,1,90.0,3,0.23595505617977527,0.9253731343283582,0.8378378378378378,0.7522522522522523,0.4378020550794999
81,1,1,90.0,4,0.11235955056179775,0.9054054054054054,0.881578947368421,0.6715587044534412,0.3237126988069185
82,2,1,90.0,4,0.2247191011235955,0.921875,0.7763157894736842,0.6958502024291497,0.3078027540895325
83,3,1,90.0,4,0.3146067415730337,0.9285714285714286,0.8552631578947368,0.7353238866396761,0.4056473658174804
84,1,1,90.0,5,0.15730337078651685,0.8260869565217391,0.8636363636363636,0.6709486166007905,0.35858484334671187
85,2,1,90.0,5,0.12359550561797752,0.8333333333333334,0.9090909090909091,0.6936758893280632,0.43137078762155096
86,3,1,90.0,5,0.15730337078651685,0.8,0.8484848484848485,0.6198945981554678,0.2561767297884375
87,1,1,90.0,6,0.20224719101123595,0.85,0.7846153846153846,0.7048076923076924,0.3878501241883149
88,2,1,90.0,6,0.30337078651685395,0.8153846153846154,0.8153846153846154,0.6576923076923077,0.3153846153846154
89,3,1,90.0,6,0.16853932584269662,0.8,0.8,0.6291666666666667,0.25833333333333336
90,1,2,1.0,1,0.1,0.8076923076923077,0.9545454545454546,0.6647727272727273,0.42870148709208494
91,2,2,1.0,1,0.1,0.7926829268292683,0.9848484848484849,0.6382575757575757,0.42967946853006017
92,3,2,1.0,1,0.18888888888888888,0.8289473684210527,0.9545454545454546,0.706439393939394,0.5037665716529524
93,1,2,1.0,2,0.1,0.8658536585365854,0.9726027397260274,0.6627719580983078,0.4477582068527759
94,2,2,1.0,2,0.14444444444444443,0.875,0.863013698630137,0.6668009669621273,0.3264464495871042
95,3,2,1.0,2,0.07777777777777778,0.85,0.9315068493150684,0.612812248186946,0.28101347606629506
96,1,2,1.0,3,0.12359550561797752,0.8805970149253731,0.7972972972972973,0.6319819819819821,0.2290642895326669
97,2,2,1.0,3,0.15730337078651685,0.8493150684931506,0.8378378378378378,0.5522522522522523,0.10187674917618662
98,3,2,1.0,3,0.0898876404494382,0.8421052631578947,0.8648648648648649,0.5324324324324324,0.06875313956961102
99,1,2,1.0,4,0.10112359550561797,0.8313253012048193,0.971830985915493,0.5970266040688577,0.31086482430837337
100,2,2,1.0,4,0.0449438202247191,0.797752808988764,1.0,0.5,0.0
101,3,2,1.0,4,0.11235955056179775,0.8571428571428571,0.9295774647887324,0.6592331768388107,0.3745355073457812
102,1,2,1.0,5,0.0898876404494382,0.84,0.9130434782608695,0.6565217391304348,0.3588802461210433
103,2,2,1.0,5,0.10112359550561797,0.8441558441558441,0.9420289855072463,0.6710144927536232,0.4179905562939045
104,3,2,1.0,5,0.1348314606741573,0.8648648648648649,0.927536231884058,0.713768115942029,0.4767063961376576
105,1,2,1.0,6,0.14606741573033707,0.8194444444444444,0.9076923076923077,0.6830128205128205,0.4132216810631881
106,2,2,1.0,6,0.16853932584269662,0.8260869565217391,0.8769230769230769,0.6884615384615385,0.40075180185367004
107,3,2,1.0,6,0.20224719101123595,0.8133333333333334,0.9384615384615385,0.6775641025641026,0.4328653432332108
108,1,2,60.0,1,0.15555555555555556,0.890625,0.76,0.6466666666666667,0.24119095530943302
109,2,2,60.0,1,0.16666666666666666,0.8734177215189873,0.92,0.6266666666666667,0.2882429610640856
110,3,2,60.0,1,0.2,0.8666666666666667,0.8666666666666667,0.6000000000000001,0.2
111,1,2,60.0,2,0.23333333333333334,0.8787878787878788,0.8285714285714286,0.7142857142857143,0.40291148201269017
112,2,2,60.0,2,0.14444444444444443,0.8767123287671232,0.9142857142857143,0.7321428571428572,0.4931322982387672
113,3,2,60.0,2,0.17777777777777778,0.868421052631579,0.9428571428571428,0.7214285714285714,0.5079919821419582
114,1,2,60.0,3,0.14606741573033707,0.8524590163934426,0.8253968253968254,0.7396214896214897,0.4693196896990273
115,2,2,60.0,3,0.1797752808988764,0.8888888888888888,0.7619047619047619,0.7655677655677655,0.4944602701700846
116,3,2,60.0,3,0.20224719101123595,0.7910447761194029,0.8412698412698413,0.6514041514041514,0.31920963090413274
117,1,2,60.0,4,0.19101123595505617,0.9384615384615385,0.8356164383561644,0.7928082191780822,0.5067250581035149
118,2,2,60.0,4,0.19101123595505617,0.9032258064516129,0.7671232876712328,0.6960616438356164,0.32754149714153175
119,3,2,60.0,4,0.25842696629213485,0.9318181818181818,0.5616438356164384,0.6870719178082192,0.2873607314544071
120,1,2,60.0,5,0.07865168539325842,0.8375,0.9852941176470589,0.6831232492997199,0.5157881223691498
121,2,2,60.0,5,0.2247191011235955,0.8648648648648649,0.9411764705882353,0.7324929971988795,0.5274028669206653
122,3,2,60.0,5,0.15730337078651685,0.8636363636363636,0.8382352941176471,0.7048319327731093,0.39733413468763235
123,1,2,60.0,6,0.15730337078651685,0.9333333333333333,0.8115942028985508,0.8057971014492755,0.5446635085058643
124,2,2,60.0,6,0.2696629213483146,0.8823529411764706,0.8695652173913043,0.7347826086956522,0.4616059083401571
125,3,2,60.0,6,0.15730337078651685,0.8985507246376812,0.8985507246376812,0.7742753623188405,0.5485507246376812
126,1,2,70.0,1,0.18888888888888888,0.8307692307692308,0.7714285714285715,0.6107142857142857,0.2055279986808567
127,2,2,70.0,1,0.1111111111111111,0.8208955223880597,0.7857142857142857,0.5928571428571429,0.1770141609137351
128,3,2,70.0,1,0.15555555555555556,0.8169014084507042,0.8285714285714286,0.5892857142857143,0.18191563050446294
129,1,2,70.0,2,0.2111111111111111,0.7894736842105263,0.8823529411764706,0.5775401069518716,0.18388714672562462
130,2,2,70.0,2,0.18888888888888888,0.7972972972972973,0.8676470588235294,0.5929144385026739,0.20888302487432409
131,3,2,70.0,2,0.17777777777777778,0.8051948051948052,0.9117647058823529,0.6149732620320856,0.2811095546159513
132,1,2,70.0,3,0.23595505617977527,0.9090909090909091,0.821917808219178,0.7234589041095891,0.39202448759457426
133,2,2,70.0,3,0.16853932584269662,0.8918918918918919,0.9041095890410958,0.702054794520548,0.4145329794065524
134,3,2,70.0,3,0.14606741573033707,0.927536231884058,0.8767123287671232,0.7821061643835616,0.519068231990729
135,1,2,70.0,4,0.25842696629213485,0.8620689655172413,0.8064516129032258,0.7550776583034647,0.4922495186835896
136,2,2,70.0,4,0.16853932584269662,0.9019607843137255,0.7419354838709677,0.7783751493428913,0.517441550008806
137,3,2,70.0,4,0.0898876404494382,0.8709677419354839,0.8709677419354839,0.7873357228195939,0.5746714456391876
138,1,2,70.0,5,0.24719101123595505,0.9516129032258065,0.7866666666666666,0.7861904761904762,0.45331709357175615
139,2,2,70.0,5,0.25842696629213485,0.9538461538461539,0.8266666666666667,0.8061904761904761,0.5024050824890877
140,3,2,70.0,5,0.3595505617977528,0.9411764705882353,0.8533333333333334,0.783809523809524,0.48672931783302503
141,1,2,70.0,6,0.3146067415730337,0.890625,0.8142857142857143,0.7229323308270676,0.40650779848062435
142,2,2,70.0,6,0.12359550561797752,0.8732394366197183,0.8857142857142857,0.706015037593985,0.420328957920107
143,3,2,70.0,6,0.12359550561797752,0.9027777777777778,0.9285714285714286,0.7800751879699248,0.5839017049485472
144,1,2,80.0,1,0.14444444444444443,0.8767123287671232,0.8888888888888888,0.6944444444444444,0.3974130690625617
145,2,2,80.0,1,0.23333333333333334,0.8970588235294118,0.8472222222222222,0.7291666666666667,0.42659734424589085
146,3,2,80.0,1,0.24444444444444444,0.8939393939393939,0.8194444444444444,0.7152777777777778,0.3894521534129447
147,1,2,80.0,2,0.14444444444444443,0.7808219178082192,0.8507462686567164,0.5775470473718365,0.17282664164135597
148,2,2,80.0,2,0.23333333333333334,0.8169014084507042,0.8656716417910447,0.6502271252433485,0.32112468911081327
149,3,2,80.0,2,0.1111111111111111,0.8115942028985508,0.835820895522388,0.6353017521090201,0.2790618974739383
150,1,2,80.0,3,0.23595505617977527,0.9354838709677419,0.7945205479452054,0.7722602739726027,0.45483928424020564
151,2,2,80.0,3,0.2247191011235955,0.8888888888888888,0.8767123287671232,0.6883561643835616,0.36799383770586264
152,3,2,80.0,3,0.14606741573033707,0.8783783783783784,0.8904109589041096,0.6639554794520548,0.336368921848961
153,1,2,80.0,4,0.25842696629213485,0.8450704225352113,0.9230769230769231,0.7323717948717949,0.5134643319255044
154,2,2,80.0,4,0.24719101123595505,0.859375,0.8461538461538461,0.7355769230769231,0.46522714675405935
155,3,2,80.0,4,0.1797752808988764,0.8636363636363636,0.8769230769230769,0.7509615384615385,0.5088193011076623
156,1,2,80.0,5,0.11235955056179775,0.8157894736842105,0.8857142857142857,0.5744360902255639,0.17272726544486264
157,2,2,80.0,5,0.1348314606741573,0.8133333333333334,0.8714285714285714,0.5672932330827067,0.15147207016982506
158,3,2,80.0,5,0.12359550561797752,0.8311688311688312,0.9142857142857143,0.6150375939849624,0.27603211965448715
159,1,2,80.0,6,0.30337078651685395,0.9166666666666666,0.6197183098591549,0.6987480438184663,0.32032124097299036
160,2,2,80.0,6,0.20224719101123595,0.8235294117647058,0.39436619718309857,0.5305164319248826,0.05045548353085574
161,3,2,80.0,6,0.24719101123595505,0.8695652173913043,0.8450704225352113,0.6725352112676056,0.3320730410508719
162,1,2,90.0,1,0.1,0.90625,0.8656716417910447,0.8024010382868266,0.5820200313795655
163,2,2,90.0,1,0.07777777777777778,0.8421052631578947,0.9552238805970149,0.7167423750811162,0.5216801704970417
164,3,2,90.0,1,0.24444444444444444,0.9333333333333333,0.835820895522388,0.8309539260220635,0.612438663180517
165,1,2,90.0,2,0.16666666666666666,0.8405797101449275,0.8169014084507042,0.6189770200148258,0.2295962893272044
166,2,2,90.0,2,0.15555555555555556,0.8309859154929577,0.8309859154929577,0.5997034840622684,0.1994069681245367
167,3,2,90.0,2,0.25555555555555554,0.8484848484848485,0.7887323943661971,0.6312083024462565,0.24216964133497745
168,1,2,90.0,3,0.21348314606741572,0.8823529411764706,0.8823529411764706,0.7507002801120448,0.5014005602240896
169,2,2,90.0,3,0.24719101123595505,0.859375,0.8088235294117647,0.6901260504201681,0.35923259418194375
170,3,2,90.0,3,0.2808988764044944,0.9047619047619048,0.8382352941176471,0.7762605042016808,0.5158886234579522
171,1,2,90.0,4,0.30337078651685395,0.9310344827586207,0.7105263157894737,0.701417004048583,0.298613718826788
172,2,2,90.0,4,0.1797752808988764,0.9041095890410958,0.868421052631579,0.6649797570850202,0.3034713568035699
173,3,2,90.0,4,0.12359550561797752,0.8933333333333333,0.881578947368421,0.6330971659919028,0.2582156893019051
174,1,2,90.0,5,0.25842696629213485,0.875,0.7205882352941176,0.6936274509803922,0.34041606258005425
175,2,2,90.0,5,0.2696629213483146,0.8615384615384616,0.8235294117647058,0.6974789915966386,0.377878951009488
176,3,2,90.0,5,0.2696629213483146,0.8688524590163934,0.7794117647058824,0.6992296918767508,0.3643377982569541
177,1,2,90.0,6,0.1797752808988764,0.8507462686567164,0.8382352941176471,0.6810224089635855,0.3563507667656342
178,2,2,90.0,6,0.1348314606741573,0.835820895522388,0.8235294117647058,0.649859943977591,0.2950060506299641
179,3,2,90.0,6,0.38202247191011235,0.8909090909090909,0.7205882352941176,0.717436974789916,0.38002020962940697
